id_vendedor;nome_vendedor;categorias_atendidas;qtde_distinta_produtos;media_preco;qtde_disponivel_estoque;total_valor_estoque_usd;reputacao;status_vendedor;total_transacoes;vendas_estimativa
208275275;MK2 SRL;1;4;69,4825;4;277,93;5_green;platinum;4232;294049,94
208505716;TIENDAMIRLO;1;1;36,0;1;36,0;5_green;platinum;10154;365544,0
208653264;BAGDAD PRODUCTOS;1;1;8,58;1;8,58;5_green;platinum;26452;226958,16
208853242;CORTRANS;1;1;0,0;1;0,0;;;0;0,0
208892664;KROMACOLOR PINT;1;1;34,93;250;8733,54;5_green;platinum;122260;4270541,8
209238132;NUTRITIENDAOFICIAL;2;3;21,58666666666667;6;129,52;5_green;platinum;8497;183421,90666666668
209269309;CHIALVA NAUTICA;1;1;24,0;1;24,0;5_green;gold;474;11376,0
209503030;TECHDIGITAL_;1;1;4,79;500;2394,0;5_green;platinum;7247;34713,13
209718127;ACRILBAIRES;1;1;41,88;1;41,88;5_green;platinum;3143;131628,84
209724866;ZEIDE_ESSENTIALS;1;1;52,68;250;13170,0;5_green;;17341;913523,88
209738171;UNIVERSOANDYS;1;1;10,26;50;512,94;5_green;platinum;4539;46570,14
209817907;POWER-FOTO;1;3;74,26;52;2376,6200000000003;5_green;platinum;6089;452169,14
209831511;CMTOSI;1;1;24,0;250;6000,0;;;0;0,0
209843128;DONATTA ZAPATOS;1;1;36,0;1;36,0;5_green;gold;3271;117756,0
210018018;LATITUDES SUR;6;6;265,21999999999997;7;1856,54;5_green;platinum;20675;5483423,499999999
210028357;ELMERCADODEZAPATOSCARUSO;1;1;45,28;500;22638,0;5_green;platinum;23118;1046783,04
210103509;ENTELEQUIA COMICBOOKSTORE;1;1;2,4;250;599,7;5_green;platinum;45189;108453,59999999999
210110554;PAULEMON;1;1;0,0;1;0,0;;;0;0,0
210131157;GRUPO MÁNSION;1;2;0,9;2;1,8;;;1;0,9
210144972;SACKCLAUDIA;1;3;2,8000000000000003;3;8,4;5_green;;10;28,000000000000004
210271927;EXHIBIDORES ML;1;1;42,0;5000;210000,0;5_green;platinum;3133;131586,0
210430688;REPAIR STORE;1;2;8,82;201;1187,74;5_green;gold;2296;20250,72
210570961;KOSSOK-TIENDA OFICIAL;1;1;45,79;1;45,79;5_green;platinum;21297;975189,63
210589543;IMPORTLANDIA;1;1;115,24;1;115,24;5_green;;113;13022,119999999999
210728070;DIAMONDSYSTEMSANJUSTOML;4;7;91,98857142857142;154;8416,75;5_green;platinum;80928;7444451,108571428
210836646;HERNANARGAÑARAZ;1;3;0,0;3;0,0;;;2;0,0
211034571;DISEÑO_DELMAT;1;3;17,599999999999998;900;16080,0;5_green;platinum;6181;108785,59999999999
211042641;VAN-TRIP;1;1;0,0;1;0,0;;;0;0,0
211173643;FERRETERIADONROBERTO;2;3;141,66;3;424,98;5_green;platinum;2989;423421,74
211208973;DISTRIBUIDORADEL SUR;1;1;154,8;1;154,8;5_green;gold;2248;347990,4
211350036;SAFE-DEAL;1;1;10,68;200;2136,0;5_green;platinum;24705;263849,39999999997
211405107;DURANDEUV;1;1;0,0;1;0,0;5_green;;12;0,0
211450164;VALENTINAGONZALEZZ;1;1;108,0;1;108,0;5_green;silver;793;85644,0
211526957;BANGTECH;2;7;102,36714285714285;56;4538,57;5_green;platinum;1175;120281,39285714286
211652470;LASE682523;1;1;9,6;1;9,6;;;0;0,0
211659273;BRAGUECALZADOS;1;1;41,31;1;41,31;5_green;platinum;4264;176145,84
211711473;KOREKCALZADOS;1;1;30,8;250;7699,5;5_green;platinum;11081;341294,8
211738337;PANALERAJAZMINESKIDS;1;1;18,56;1;18,56;5_green;gold;7128;132295,68
211895789;LIBRERIAPELUFFOSRL;1;2;20,015;251;1294,99;5_green;platinum;15805;316337,075
212388558;ROMA7801146;1;1;0,0;1;0,0;;;0;0,0
212451667;SITIOMULTIVENTAS;1;1;70,87;100;7087,08;5_green;platinum;1562;110698,94
212452880;JUGUETERIAPIDOGANCHO;1;1;53,46;1;53,46;5_green;platinum;8466;452592,36
212546064;PUNTO VALLE;1;1;100,2;1;100,2;;;0;0,0
212571316;AMIEVENTOSINFANTILESMP;1;1;0,0;1;0,0;;;0;0,0
212572771;TROUZER;1;4;44,08;650;28847,1;5_green;platinum;53099;2340603,92
213105376;TELEARTELECTRO;1;1;72,0;1;72,0;5_green;platinum;1899;136728,0
213138222;BELMAR-JOYERIA;1;2;101,38;5250;766017,0;5_green;platinum;24236;2457045,6799999997
213392794;NICOLASALBERTOMALDONADO;1;1;0,0;1;0,0;5_green;;74;0,0
213581320;DEBAGRELOJES;1;1;15,6;1;15,6;5_green;platinum;4205;65598,0
213646579;POCKYMAR;1;1;11,11;50;555,75;5_green;gold;1057;11743,269999999999
213669812;OPTIBEL;1;1;136,28;1;136,28;5_green;gold;452;61598,56
213696462;MIJO_CALZADOS;1;1;12,0;50;599,94;5_green;platinum;1530;18360,0
213718993;MICUCULA;1;1;65,88;1;65,88;5_green;platinum;6766;445744,07999999996
213735207;RODABONITOWEB;2;2;26,485;2;52,97;5_green;platinum;13504;357653,44
213931048;CAPUCHINO--PESCA;1;2;89,375;750;68539,0;5_green;platinum;11722;1047653,75
214035505;LEMERIDIEN SANMARTIN;1;9;36565,066666666666;9;329085,6;;;0;0,0
214060840;GIANINI_INMOBILIARIA;1;1;120,0;1;120,0;;;0;0,0
214074290;GYGDISTRIBUIDORA1;1;1;3,64;1;3,64;5_green;platinum;10396;37841,44
214222788;COMERCIAL CAB;1;1;27,24;1;27,24;5_green;platinum;10652;290160,48
214301365;IVANBRUNI10;1;1;21,66;250;5414,71;5_green;platinum;3115;67470,9
214378041;STATIONROUTE66;1;1;36,9;1;36,9;5_green;platinum;22354;824862,6
214391602;VONEVENTOS;1;1;0,0;1;0,0;;;2;0,0
214399949;COLIMENDEPORTES LUISYEDID;1;1;66,0;1;66,0;5_green;gold;2263;149358,0
214410723;PUNTOEVENTOSOK;1;1;0,0;1;0,0;;;3;0,0
214425734;RUAL2782726;1;1;240,0;1;240,0;;;0;0,0
214472081;ELECTRO-XXIII;1;1;19,2;1;19,2;5_green;silver;1041;19987,2
214482321;CASAS BAIRES;1;1;0,0;1;0,0;;;0;0,0
214532420;ALEAEXPOSITO;1;1;0,0;1;0,0;;;0;0,0
214568995;COTILANDIA COTILLON;1;1;50,27;1;50,27;5_green;platinum;7255;364708,85000000003
214680691;SHARIF_EXPRESS;1;2;30,240000000000002;2;60,480000000000004;5_green;platinum;59484;1798796,1600000001
214691379;VCRMAX;2;2;26,399999999999995;150;3959,82;5_green;platinum;5706;150638,39999999997
214977889;SORMAARGENTINA;3;2;480,5133333333333;101;68662,09999999999;5_green;platinum;18859;9062000,953333333
214988544;CPT OFICINA;3;5;109,494;6050;84820,38;5_green;platinum;92320;10108486,08
215140293;ALASKAGRIMM;1;1;100,62;1;100,62;5_green;silver;72;7244,64
215243542;DNU ACOUSTICS;1;1;35,76;1;35,76;5_green;gold;3323;118830,48
215299808;MALL WEB;1;1;84,0;1;84,0;5_green;platinum;87675;7364700,0
215357100;LEBNEN UNDERWEAR;1;8;11,4;1201;13278,0;5_green;platinum;91884;1047477,6
215461901;PEPPERSRL;1;1;11,99;1;11,99;5_green;platinum;3351;40178,49
215976808;TT-STORE;1;12;11,4;87000;1253699,61;5_green;platinum;36183;412486,2
216040502;DISTRIBUIDORA PAPELERA;1;1;45,48;1;45,48;5_green;platinum;12855;584645,3999999999
216066558;NS DISTRIBUCIONES;2;2;36,615;102;1495,9;5_green;platinum;27470;1005814,05
216130541;ALRAOFICIALVOLKSWAGEN;1;7;65802,85714285714;7;460620,0;;;0;0,0
216252526;LOPA4903886;1;1;0,0;1;0,0;;;0;0,0
216688521;OFFIPLAST;3;10;8,114999999999998;207;949,14;5_green;platinum;52688;427563,11999999994
216788072;RELOJESMONTREAL OFICIAL;1;2;84,71000000000001;2;169,42000000000002;5_green;platinum;13020;1102924,2000000002
216854198;LOGU2356766;1;1;0,0;1;0,0;5_green;;44;0,0
217222994;ESTIN SA;1;1;60,49;100;6049,44;5_green;platinum;3125;189031,25
217425464;TODO CAZA;1;5;97,14;1650;190955,4;5_green;platinum;39283;3815950,62
217551729;PM IMPORTACION;4;4;16,825;401;5768,83;5_green;platinum;17894;301066,55
217638999;GOOPY STORE;1;1;25,38;200;5075,78;5_green;platinum;39998;1015149,24
217875926;FOGLIA_MUSICA;1;8;67,75125;57;4146,63;5_green;platinum;3406;230760,7575
218322112;VIRGINIA MATTIO;1;1;146,4;1;146,4;;;0;0,0
218419461;EQUUSTECH;2;2;378,19500000000005;550;89655,19;5_green;platinum;5420;2049816,9000000004
218430513;BAZAELIAN;1;1;72,0;1;72,0;;;0;0,0
218462955;TIENDA KAPLUM;1;1;44,27;50;2213,36;5_green;platinum;6845;303028,15
218877357;ACCESORIOS ALSINA;1;1;2,4;50;120,0;3_yellow;;9643;23143,2
219183666;JOSELUISLAMALFA;1;1;0,0;1;0,0;;;1;0,0
219244213;TECNOSIM SA;1;1;74,26;50;3713,18;5_green;platinum;23201;1722906,26
219496430;ZIADEREALTY;1;1;720,0;1;720,0;;;0;0,0
219627343;SMILEYBOX.FOTOCABINA;1;1;0,0;1;0,0;5_green;;31;0,0
219658169;SULKY.;1;2;9,12;2;18,24;5_green;gold;1658;15120,96
219690483;EZGO_SEGURIDADD;1;1;2,56;1;2,56;5_green;gold;627;1605,1200000000001
219831573;PESCA6070;1;1;37,4;1;37,4;5_green;platinum;3271;122335,4
219869469;ICARUS MUSIC;1;1;14,4;1;14,4;5_green;;3481;50126,4
220002804;TOUBLANCEVENTOS;1;1;0,0;1;0,0;;;0;0,0
220170708;TOMY LIBRERIAS;4;15;21,285625;13303;331653,43;5_green;platinum;83011;1766941,016875
220202323;ARCOR OFICIAL;2;1;13,29;2;26,58;5_green;platinum;34867;463382,43
220248099;JORGEANTONIOCP;1;1;0,0;1;0,0;5_green;;33;0,0
220329802;OVNI CABA;1;1;13,96;1;13,96;5_green;platinum;18470;257841,2
220589493;ELNUTRIENTENECESARIO;3;17;20,9059375;1716;29715,15;5_green;platinum;25966;542843,573125
220623572;LIBRERIA LARTISTE;1;2;30,0;51;1529,94;5_green;platinum;12324;369720,0
220710395;HOMEBRAND;1;1;51,6;1;51,6;5_green;platinum;3609;186224,4
220775811;RENTAREDSRL;1;3;0,0;3;0,0;;;0;0,0
220791443;SIFEGACOMPANYSA;1;1;86,46;1;86,46;5_green;platinum;13764;1190035,44
220915070;TIENDATERTULIADISFRACES;1;1;28,8;50;1440,0;5_green;gold;1929;55555,200000000004
221600920;KAISER DRUMS;1;1;95,88;1;95,88;5_green;silver;314;30106,32
221665156;EMECE ELECTRONICA;1;1;4,8;1;4,8;5_green;gold;1096;5260,8
221909209;ADMA DISTRIBUIDORA;2;13;35,24857142857143;1005;38337,39;5_green;platinum;140944;4968074,651428572
222043618;MAROTO PROPIEDADES;1;1;298,8;1;298,8;;;0;0,0
222046102;SAN_JORGE_ALMAGRO;1;13;51463,42153846154;13;669024,48;;;0;0,0
222052066;SAN_JORGE_PINAMAR;1;5;61084,8;5;305424,0;;;0;0,0
222055569;SAN_JORGE_TANDIL;1;6;31967,0;6;191802,0;;;0;0,0
222370892;CR31643;1;1;13,55;200;2710,92;5_green;platinum;38018;515143,9
222480947;FRAGANCIAS_CARVIP;1;6;12,76;352;1942,8;2_orange;;92;1173,92
222656594;DAMPLAST-RAMOS;1;1;96,13;1;96,13;5_green;platinum;11483;1103860,79
222866944;VG HOGAR;1;2;10,715;250;2700,43;5_green;platinum;9348;100163,81999999999
222916628;AUTOGEN-IRIGOYEN;1;1;39480,0;1;39480,0;;;0;0,0
223029893;RE BARATOO;2;3;5,626666666666666;550;2978,34;5_green;platinum;18362;103316,85333333332
223226903;RINCONTOOLS;1;1;7,91;1;7,91;4_light_green;;122;965,02
223252946;PROYECTAMARSRL;1;3;14,38;1150;14389,46;5_green;platinum;20674;297292,12
224035810;CAMFEST;1;1;0,0;1;0,0;;;0;0,0
224131604;YUCO.ARGENTINA;1;1;29,35;50;1467,72;5_green;platinum;3412;100142,20000000001
224435390;TIENDA_ORFEO;1;6;20,803333333333335;1800;29940,68;5_green;platinum;92839;1931360,6633333336
224591927;ATALLACCESORIOS;1;1;6,0;1;6,0;5_green;gold;291;1746,0
224694745;MENTOL TECH;1;2;49,915;201;6356,39;5_green;platinum;14228;710190,62
225492818;SALKOR;3;5;101,042;253;17832,68;5_green;platinum;31404;3173122,968
225539186;RODRIGUEZ INMOBILIARIA;1;1;64,8;1;64,8;;;0;0,0
225602073;LADESPENSA COM;1;1;67,04;1;67,04;5_green;platinum;28439;1906550,5600000003
226093289;NAMASTEARGENTINAMARIELADOMIN;1;1;10,8;1;10,8;5_green;;195;2106,0
226262026;MECANO TOOLS;2;3;27,826666666666664;450;14253,859999999999;5_green;platinum;114169;3176942,7066666665
226268505;MUNDOGLASS_;1;2;0,0;2;0,0;4_light_green;;5;0,0
226402960;ANDAMIOSENALTURA;1;1;14,4;1;14,4;5_green;;11;158,4
226790822;JADE.BA;1;2;65,435;2;130,87;5_green;platinum;7331;479703,98500000004
226815775;FRAPPE-POSADAS;1;1;72,0;1;72,0;5_green;platinum;15003;1080216,0
226849889;FUSTOPABLO;1;1;1,8;1;1,8;;;0;0,0
226873332;PAUPARODI22;1;1;0,0;1;0,0;;;0;0,0
227159338;URBANCOW TIENDAOFICIAL;1;1;89,99;1;89,99;5_green;platinum;7529;677534,71
227220291;GRUPORELEX;1;1;19,86;1;19,86;5_green;platinum;8403;166883,58
227299675;OPTICACENTRALSTORE2024;1;1;156,9;1;156,9;5_green;silver;138;21652,2
227561310;NAXTERHOGAR;1;1;79,08;1;79,08;5_green;platinum;6253;494487,24
227681028;FOTOPOINT;1;3;407,1133333333334;52;1665,8200000000002;5_green;platinum;7438;3028108,9733333336
227806077;VILERAUTOPARTES;1;1;46,33;50;2316,55;5_green;platinum;20734;960606,22
227840996;PACHOS SA;1;1;46,79;150;7018,2;5_green;platinum;8209;384099,11
228004236;MERY PACK;1;3;11,566666666666668;1500;17354,559999999998;5_green;platinum;10242;118465,80000000002
228105500;HANASHOME;1;1;68,39;1;68,39;5_green;silver;178;12173,42
228415881;MERCADOPAGOPOINT;1;3;1,28;500;587,4;5_green;platinum;28473;36445,44
228517729;POLINEA WEB;1;8;6,65375;2850;16879,96;5_green;platinum;39464;262583,58999999997
228601806;ROARPALERMO;1;1;77,88;1;77,88;5_green;platinum;1220;95013,59999999999
228667999;PARANOID MUSIC;1;2;86,1;2;172,2;5_green;platinum;3672;316159,19999999995
228821939;FRANCOTORTONESE;1;1;504,0;1;504,0;;;0;0,0
228888974;XL WATCHES;1;1;75,62;1;75,62;5_green;;571;43179,020000000004
229092179;VELAZQUEZREPUESTOS;1;8;19,596249999999998;8;156,76999999999998;5_green;platinum;3132;61375,454999999994
229192263;ORTHOEA;1;1;2,98;5000;14890,2;5_green;platinum;22133;65956,34
229367315;GROUPMAF;1;1;0,6;1;0,6;;;0;0,0
229557596;ARTURIA ARGENTINA;1;11;204,44181818181815;60;17363,63;5_green;platinum;10970;2242726,745454545
229641061;RACPLAST;1;2;4,8;350;1464,0;5_green;platinum;7431;35668,799999999996
229851193;BULONERAMITRE;1;1;146,4;1;146,4;5_green;platinum;30457;4458904,8
229954917;ESTILORATTAN;1;1;486,0;1;486,0;;;0;0,0
229998800;TECWO;1;1;0,0;1;0,0;5_green;;132;0,0
230002793;VICTORYSTORY;1;1;39,6;50;1979,94;5_green;platinum;12999;514760,4
230053044;MR-DOG;1;7;75,00999999999999;7;525,0699999999999;5_green;platinum;71284;5347012,839999999
230054006;HERRAJES DANSER;1;1;9,48;1;9,48;5_green;platinum;29638;280968,24
230072958;ACCESORIOSYREPUESTOSCARMAR;1;1;153,6;50;7680,0;5_green;platinum;25838;3968716,8
230445599;CHOPERILES.COM;1;1;0,0;1;0,0;;;0;0,0
230493045;FERRETERIA-EXPRESS;1;2;18,815;350;8155,7699999999995;5_green;platinum;58205;1095127,0750000002
230819358;LUNAIS_KIDS;1;1;11,29;50;564,3;5_green;platinum;2176;24567,039999999997
231098684;TIDI AR;2;4;713,455;4;2853,82;5_green;platinum;8567;6112168,985
231124439;QUAGLIA;1;2;49,56;51;3879,9;5_green;platinum;5511;273125,16000000003
231153278;ATAJO_AR;2;3;427,40000000000003;52;13218,54;5_green;platinum;70602;30175294,8
231218197;JPSPORTPROF;1;2;12,6;1000;12598,8;5_green;platinum;37180;468468,0
231581703;BLUM_ACCESORIOS;1;1;12,0;50;599,88;5_green;platinum;1670;20040,0
231646489;GRUPO BAZZ;3;3;40,81666666666667;601;12862,26;5_green;platinum;82451;3365374,9833333334
231647363;TIENDASHOPEALOML;2;2;34,86;51;2347,4599999999996;5_green;platinum;14159;493582,74
231651611;FARMACIA SANTA-ANA;3;7;27,719090909090905;1407;18025,63;5_green;platinum;62746;1739262,078181818
231668670;FUTBUBBLE;1;1;0,0;1;0,0;;;0;0,0
231787946;JONTE MOTOS;1;2;49,92;51;1464,0;5_green;platinum;6112;305111,04000000004
231960224;ELECTRIPOLO;1;2;335,94;2;671,88;5_green;;259;87008,46
231963369;HUHU5453733;1;1;0,0;1;0,0;;;0;0,0
232000341;GLOBOCENTML;1;3;35,96333333333333;300;11856,54;5_green;platinum;10696;384663,8133333333
232024287;MUEBLES.MAURO;1;1;0,0;1;0,0;4_light_green;;6;0,0
232040325;KANSAI USADOS;1;4;22350,0;4;89400,0;;;0;0,0
232050565;HIDROMAT;1;2;218,125;2;436,25;5_green;platinum;17113;3732773,125
232110993;VIVANI PROPIEDADES;1;1;94,8;1;94,8;;;0;0,0
232127533;ABFITNESS_ARG;1;1;9,55;150;1432,43;5_green;platinum;50011;477605,05000000005
232136079;DIGIIMAG;3;6;74,01833333333333;1401;70551,84;5_green;platinum;156891;11612810,334999999
232158880;BELENZNIMPORTADOS;1;1;66,0;1;66,0;5_green;silver;193;12738,0
232360783;TOOLSGAS S.A;1;1;177,28;1;177,28;5_green;platinum;9946;1763226,8800000001
232382006;AMARELO-TEXTIL;1;1;47,04;150;7055,86;5_green;platinum;53910;2535926,4
232409196;MTL_3;3;7;50,300000000000004;801;44066,299999999996;5_green;platinum;82764;4163029,2
232592695;MEDPREFER;1;3;22,733333333333334;301;10468,0;5_green;platinum;17028;387103,2
232905856;DEBUT OFICIAL;1;1;2400,0;1;2400,0;5_green;;5144;12345600,0
233094860;AZULITO;1;1;10,69;1;10,69;5_green;silver;124;1325,56
233160313;ONDEMANDPROJECT;1;2;25,34;1000;25342,01;5_green;platinum;8040;203733,6
233333375;ROTECH HERRAJES;2;2;10,24;2;20,48;5_green;platinum;28507;291911,68
233395122;FULLDIGITALOK;1;1;44,35;50;2217,3;5_green;platinum;19841;879948,35
233422100;REMAXBOSQUE;1;1;0,96;1;0,96;;;0;0,0
233516630;INSHALA INDUMENTARIA;1;1;38,4;500;19199,99;5_green;platinum;34946;1341926,4
233778930;FACTORY MUSIC;1;4;208,89499999999998;53;1579,6399999999999;5_green;gold;1693;353659,235
233784534;COTILLON ALAHDA;1;3;15,659999999999998;3;46,98;5_green;platinum;8426;131951,15999999997
233814325;AUTODRIVE CENTRAL1;1;4;55584,0;4;222336,0;;;0;0,0
233893388;CELULARESYETCETERA;3;3;194,53666666666666;3;583,61;5_green;platinum;26467;5148801,956666666
233947160;AVELLANEDA REPARACIONES;1;1;0,0;1;0,0;5_green;;616;0,0
234044862;EDUARDOHSERGIO;1;1;17,99;1;17,99;5_green;gold;1111;19986,89
234454535;AUGUSTAINTIMATES;1;2;18,435000000000002;300;5530,59;5_green;platinum;1974;36390,69
234517043;BARAK ONLINE;1;1;11,99;50;599,4;5_green;platinum;979;11738,210000000001
234543048;FUNNY SMILE;1;1;98,75;1;98,75;5_green;gold;1260;124425,0
234763477;LRMAGNETO;1;1;30,0;1;30,0;;;0;0,0
234880105;FEMA1409528;1;1;0,0;1;0,0;5_green;;27;0,0
234883070;VEXISHOP;2;2;108,30000000000001;2;216,60000000000002;5_green;platinum;13589;1471688,7000000002
234885878;PLAYKING2020;1;1;31,68;1;31,68;5_green;platinum;12342;390994,56
235131446;MERCADOTOPCOMAR;1;7;929,71;7;6507,97;5_green;platinum;12550;11667860,5
235274662;LEGUMENUTRABIOSRL;2;1;9,89;200;1977,44;5_green;platinum;15441;152711,49000000002
235368376;BOWIE SRL;1;1;56,53;1;56,53;5_green;platinum;11195;632853,35
235405614;FERRETERIA PUAN;2;2;57,28666666666666;3;171,85999999999999;5_green;platinum;7223;413781,5933333333
235476092;COMPRODIRECTOCOMAR;2;4;167,0;4;668,0;5_green;platinum;12469;2082323,0
235579658;SGBSRLSEGUBOX;1;1;0,0;1;0,0;5_green;;14;0,0
235628378;GLOBO FUN;1;6;3,84;1151;4002,7599999999998;5_green;platinum;58772;225684,47999999998
235859093;TECHIQ;1;1;28,8;100;2879,88;5_green;platinum;20746;597484,8
236110493;CORSINIVIVIANA;1;1;42,0;1;42,0;;;0;0,0
236248175;LOSPAISAPERFORACIONES;1;1;2503,2;1;2503,2;;;0;0,0
236534280;TIENDA LANDPLAST;1;1;7,6;500;3801,0;5_green;platinum;5250;39900,0
236825414;GUARDA FÁCIL;1;2;73,2;2;146,4;5_green;;13;951,6
237257021;GOJO TOYS;1;2;12,0;51;612,0;5_green;platinum;1624;19488,0
237601015;MANER-SPORT;1;1;8,07;50;403,37;5_green;platinum;18222;147051,54
237665394;IZEL SEH;1;1;12,42;500;6210,0;5_green;platinum;9702;120498,84
237675032;SK-DISTRIBUTORS;3;5;10,262;254;2610,8300000000004;5_green;platinum;51550;529006,1
237798145;LIFE MS;1;13;31,94615384615384;13;415,29999999999995;5_green;platinum;6179;197395,2846153846
237927305;COMPUMAX GALERIA.JARDIN;2;1;7,78;2;15,56;5_green;gold;1049;8161,22
237952229;COLORNETPINTURERIA;1;1;93,8;1;93,8;5_green;platinum;19859;1862774,2
238055202;KITCHEN TOOLS;1;2;34,745;450;16114,19;5_green;platinum;42479;1475932,855
238158257;AGUSTTINDENEGRI;2;2;20,52;1000;20518,8;5_green;platinum;20950;429894,0
238178904;GOJO ITEMS;1;1;12,6;1;12,6;5_green;platinum;4786;60303,6
238307359;OASISTIENDAONLINE;1;1;13,5;1;13,5;5_green;platinum;1018;13743,0
238395316;BMSIMPORTSBA;1;1;50,87;500;25435,2;5_green;platinum;42237;2148596,19
238469793;DISTRIBUIDORA FITZGERALD;2;6;111,86666666666667;1102;66073,11;5_green;platinum;47592;5323958,4
238510561;SANTIAGOYLLOA;1;1;0,0;1;0,0;;;0;0,0
238562150;FEAL5131898;1;2;32,31;2;64,62;5_green;platinum;2818;91049,58
238565325;INTERWIN.;1;1;252,0;1;252,0;;;0;0,0
238666642;TIENDA.247;1;2;128,7;2;257,4;5_green;platinum;23196;2985325,1999999997
239888428;SOLANGETARINO;1;2;102,0;2;204,0;;;0;0,0
239992570;ANGELASPINETTI;1;1;0,05;1;0,05;;;0;0,0
240143800;GASTROMERCADOWEB;1;4;208,1325;4;832,53;5_green;platinum;11036;2296950,27
240353450;REV-ONLINE;1;1;221,38;1;221,38;5_green;platinum;21753;4815679,14
240508769;LALIBRERIADELCHINO.COM;1;3;6,04;3;18,12;5_green;platinum;37564;226886,56
240565550;SWANMUSICTUC;1;1;12,38;1;12,38;5_green;gold;412;5100,56
241030276;SHLONAKSHOP;1;1;24,5;1;24,5;5_green;platinum;3071;75239,5
241101140;MAXIMILIANOCASTAÑOS;1;3;132,0;3;396,0;;;0;0,0
241634548;NIELTTEX;1;2;48,864999999999995;650;36075,9;5_green;platinum;24684;1206183,66
241639265;FERROMARHERRAMIENTASMAQUINAS;1;1;197,43;1;197,43;5_green;platinum;5806;1146278,58
241711642;JEDIPOINTSTORE;1;1;30,77;100;3076,86;5_green;platinum;5190;159696,3
241774909;BRANDOTOOLS;1;1;104,24;1;104,24;5_green;gold;463;48263,119999999995
241816810;HERNANFACUNDONIELSEN;1;1;289,74;1;289,74;5_green;;7349;2129299,2600000002
241921814;RDDA7730048;1;1;37,2;50;1860,0;5_green;gold;257;9560,400000000001
242022223;BEMARBABYS;1;1;22,79;1;22,79;5_green;platinum;27882;635430,78
242149367;NOGALSUPLEMENTOS;2;7;25,178571428571427;808;29892,66;5_green;platinum;77986;1963576,0714285714
242636061;EMPACK INC.;1;1;12,3;50;615,12;5_green;platinum;4391;54009,3
242762806;JCNARCISI;1;1;11,01;1;11,01;5_green;platinum;1548;17043,48
242821631;NACCATO;2;2;9,02;251;3539,05;5_green;platinum;59888;540189,76
243215187;MAQUINARIASBOEDO;1;1;262,8;1;262,8;5_green;platinum;1767;464367,60000000003
243220840;CWLDISTRIBUCION;1;1;262,2;1;262,2;5_green;platinum;4196;1100191,2
243224167;CHEMESWEB;1;5;134,652;901;92865,3;5_green;platinum;8461;1139290,572
243229286;FERRETERIA FERNOLUZ;4;6;62,97;104;5673,219999999999;5_green;platinum;149392;9407214,24
243234256;ALMACEN_DE_ARMADO;6;15;8,289375;3800;27510,420000000002;5_green;platinum;213516;1769914,1925
243374003;RIMINIZAPATOS;1;17;51,1764705882353;5251;264329,7;5_green;platinum;144818;7411274,117647059
243407973;TARCOSA2;2;2;165,6;251;11087,82;5_green;platinum;29885;4948956,0
243450833;ALCLICK.STORE;2;5;124,944;252;30513,9;5_green;platinum;40454;5054484,576
243488452;WOLFINGS;1;1;19,65;500;9823,34;5_green;platinum;38742;761280,2999999999
243617015;DENIÑAAMUJER;1;1;20,58;250;5145,0;5_green;platinum;20923;430595,33999999997
243995532;MARCANFER S.R.L;1;1;97,07;50;4853,64;5_green;;3732;362265,24
243995952;OCEANGREEN ARGENTINA;1;1;3053,99;1;3053,99;5_green;platinum;1840;5619341,6
244052607;LUCIANOARMANDI;1;1;0,12;1;0,12;4_light_green;;38;4,56
244301413;MORANO MYH;1;1;96,0;500;47998,98;5_green;platinum;1996;191616,0
244416787;VOCE ZAPATERÍA;1;2;63,405;200;12681,02;5_green;platinum;31864;2020336,92
244600382;CREISOL;1;1;14,4;1;14,4;5_green;;82;1180,8
244890160;FIATVERONASARANDI;1;3;35280,0;3;105840,0;;;0;0,0
244927218;ROARSTOREPALERMO;1;1;74,28;1;74,28;5_green;platinum;1527;113425,56
244939325;HIJODELPEZ;2;4;343,7175;4;1374,87;5_green;platinum;5209;1790424,4574999998
245720805;MIGOSHOP;1;1;58,8;1;58,8;5_green;platinum;3582;210621,59999999998
245799082;GOGOACCESORIOS;1;1;28,25;1;28,25;5_green;platinum;3713;104892,25
246014345;AJUARES TANTAN;1;1;41,88;1;41,88;5_green;gold;1799;75342,12000000001
246338497;DOLCLASS;2;3;151,48333333333332;101;14658,54;5_green;platinum;3990;604418,5
246482355;CASAGIGLI;1;2;161,89;2;323,78;5_green;platinum;6036;977168,0399999999
246732838;VIPNUTRICION;1;2;132,0;2;264,0;3_yellow;;30;3960,0
247058638;MAKINADENDA;1;1;0,0;1;0,0;5_green;platinum;3750;0,0
247350366;IABRIKALENCERIA;1;1;23,94;5000;119694,3;5_green;platinum;4666;111704,04000000001
247394518;AZUL-IMPORTACIONES;1;1;3,48;250;870,0;5_green;platinum;8630;30032,4
247417484;MONOPOLIOGFGIII;1;2;350,03999999999996;100;35004,0;5_green;gold;286;100111,43999999999
247511464;NEASTORE.ONLINE;1;1;7,52;1;7,52;5_green;platinum;23760;178675,19999999998
248161760;MILENIA JOYAS;1;1;9,95;1;9,95;5_green;platinum;4694;46705,299999999996
249677159;NAHSAMTIENDAMAYORISTA;1;2;31,5;51;2870,7;5_green;silver;1906;60039,0
249953530;CUGA8857641;1;1;660,0;1;660,0;;;0;0,0
249991531;LASER ARGENTINA;1;1;58,31;50;2915,68;5_green;silver;1808;105424,48000000001
