id_vendedor;nome_vendedor;categorias_atendidas;qtde_distinta_produtos;media_preco;qtde_disponivel_estoque;total_valor_estoque_usd;reputacao;status_vendedor;total_transacoes;vendas_estimativa
92158499;COSASVIEJASNET;1;1;118,8;1;118,8;5_green;;64;7603,2
92360057;SANTIAGO_GEO;1;1;22,2;1;22,2;;;0;0,0
92367649;OMMSEGURIDADINDUTRIAL;2;2;15,71;51;788,76;5_green;platinum;19144;300752,24
92391264;EMPRENDIMIENTO SOL;1;1;16,89;1;16,89;5_green;platinum;8645;146014,05000000002
92417745;RICOSVMAR;1;1;30,0;1;30,0;;;2;60,0
92615524;ELARTESANOZINGUERIA;1;1;0,0;1;0,0;4_light_green;;0;0,0
92642023;TATE121082;1;1;126,0;1;126,0;;;0;0,0
92681748;GOLOWEBSITESHOP;1;3;10,593333333333334;3;31,78;5_green;platinum;12358;130912,41333333334
92698548;FARMAJETARGENTINA;2;1;51,86;2;103,72;5_green;platinum;2073;107505,78
92885997;LUCIANASOLDAVINIINMOBILIARIA;1;5;80,88;5;404,4;;;0;0,0
93007574;MOTOR_SPORTAUTOS;1;1;84,0;1;84,0;;;0;0,0
93030673;SOCCER_ARG06;1;1;10,8;1;10,8;;;0;0,0
93035858;REFILLTONER;1;2;10,809999999999999;2;21,619999999999997;5_green;platinum;2032;21965,92
93137649;DECOSERPUNTOCOM TIENDAONLINE;1;1;43,2;50;2160,0;5_green;platinum;6289;271684,80000000005
93233557;MARISOL 2010;1;1;17,4;50;870,0;5_green;gold;1141;19853,399999999998
93242273;ANTONIOESTETICADELHOGAR;1;1;0,0;1;0,0;4_light_green;;99;0,0
93381623;DESDE LATIERRA;1;1;0,0;1;0,0;4_light_green;;208;0,0
93419032;BELMOTEC;1;5;40,952;504;26546,690000000002;5_green;platinum;78133;3199702,616
93622393;PITBULL SUPLEMENTOS;2;2;41,72;4;166,88;5_green;platinum;13608;567725,76
93704712;PROYECTO---MER;1;1;701,04;1;701,04;5_green;gold;2566;1798868,64
93721792;ENVASARPET;1;1;16,68;50;834,0;5_green;gold;752;12543,36
93789279;TIENDADEREGALOSTERMINAL;2;2;9,0;700;5939,16;5_green;gold;1370;12330,0
93884915;LEMU.STORE;1;1;3,47;50;173,4;5_green;platinum;26700;92649,0
93989572;LUJANERA272006;1;1;180,0;1;180,0;;;2;360,0
94002562;TOMI.;1;1;0,0;1;0,0;;;0;0,0
94053778;RIVAFER;1;1;21,31;1;21,31;5_green;platinum;19031;405550,61
94140358;MABRAXA;1;5;180,63400000000001;5;903,1700000000001;5_green;platinum;4853;876616,802
94154219;LELOIR.COM;1;1;0,0;1;0,0;;;6;0,0
94276639;ARIELMAGO;1;1;0,0;1;0,0;5_green;;89;0,0
94398511;JCN1960;1;73;20,245479452054795;73;1477,92;5_green;silver;611;12369,98794520548
94449950;OGGI FARMACIAS;1;2;32,31;151;5839,86;5_green;platinum;12816;414084,96
94481090;BRAJO4430;1;1;115,08;1;115,08;;;5;575,4
94530616;RE-PUESTOS3D;1;1;10,8;1;10,8;5_green;platinum;1352;14601,6
94693135;CIRCUMED ARGENTINA;1;1;0,0;1;0,0;5_green;gold;618;0,0
94711746;DEGAFAS.COM.AR;1;1;15,83;500;7914,72;5_green;platinum;27850;440865,5
94730140;PESCARINFO;1;3;76,41333333333334;5750;242296,2;5_green;platinum;48741;3724462,2800000003
94790803;SKYHARD33;1;6;10,723333333333334;950;10855,54;5_green;platinum;36500;391401,6666666667
94824748;GOLDEORO_;1;9;12,243333333333332;12850;124038,0;5_green;platinum;130692;1600105,72
94944127;SALPICADITOS IMPORTADOS;1;1;53,8;1;53,8;5_green;platinum;6814;366593,19999999995
95129611;TECRA.STORE;1;2;22,619999999999997;200;4511,76;5_green;platinum;10532;238233,83999999997
95156298;SAMBYS;1;3;31,02333333333333;151;3125,16;5_green;platinum;3736;115903,17333333332
95308607;AGROPLASTIC;1;1;7,75;1;7,75;5_green;platinum;19192;148738,0
95320089;MAUROSALAYET;1;1;0,08;1;0,08;;;0;0,0
95340604;TODOSOBRERUEDAS_ONLINE;3;7;45,35;6601;137497,26;5_green;platinum;142575;6465776,25
95427342;ALMENZI;1;1;71,88;1;71,88;;;0;0,0
95558971;ORTOPEDIA BIENESTARYSOLUCIONES;1;1;9,66;250;2416,14;5_green;platinum;10534;101758,44
95586201;ROCA ONLINE;1;1;159,0;5000;795000,0;5_green;platinum;8694;1382346,0
95680100;MOBILARG;2;3;176,64000000000001;1001;220243,21999999997;5_green;platinum;27828;4915537,920000001
95690712;MEGATON;1;1;23,76;200;4752,0;5_green;platinum;13541;321734,16000000003
95788838;PALOUZA;1;1;0,0;1;0,0;;;2;0,0
95834970;CASA.FACU;1;13;21,04769230769231;5200;109608,0;5_green;platinum;180328;3795488,2584615387
95880738;MOIMAXZUD;1;1;0,0;1;0,0;5_green;silver;347;0,0
96003029;KUSHOPP;1;1;85,8;100;8580,38;5_green;platinum;6031;517459,8
96111684;HECTOR47A;1;1;144,0;1;144,0;;;0;0,0
96117026;ATHOMAS20100;1;10;37494,6;10;374946,0;;;0;0,0
96143044;ALADDIN TOYS;1;1;84,0;1;84,0;5_green;;132;11088,0
96164057;RICHISHOES;1;1;33,6;1;33,6;;;0;0,0
96210101;LUCAS-18;1;2;0,0;2;0,0;;;1;0,0
96211010;JAWDAX2006;1;1;4,8;1;4,8;5_green;gold;1185;5688,0
96243585;LIBERATE TODO_A_PEDIDO;1;3;49,84;3;149,52;5_green;platinum;21106;1051923,04
96349717;DISTRIBUIDORA_ALMAGRO;1;1;4,31;1;4,31;5_green;platinum;11713;50483,03
96375501;TECNOMAQUINARIAS;1;1;10,75;100;1075,02;5_green;platinum;2425;26068,75
96385554;SGAB1;1;1;31,2;1;31,2;4_light_green;;23;717,6
96440976;CHOFI7012;1;1;46,2;500;23100,0;5_green;platinum;2307;106583,40000000001
96507409;CARPAS AMANECER;1;1;0,0;1;0,0;;;4;0,0
96642992;LACUEVADELTAPICERO;1;4;16,2425;4;64,97;5_green;platinum;20764;337259,27
96648556;GABIMPORTADOS.ARG TOTO_F66;2;1;84,0;100;8399,88;5_green;silver;215;18060,0
96698677;ABASTOMOTORS ONLINE;1;2;104,28;2;208,56;;;0;0,0
96897486;MUNDO-DIVERSION;1;1;0,0;1;0,0;;;0;0,0
96994289;R. BRIAN;1;1;0,47;1;0,47;;;0;0,0
97092508;CF78 NOENVIOSALINTERIOR;1;2;37,93;2;75,86;5_green;platinum;18071;685433,03
97154178;MARCE2620;1;1;57,6;1;57,6;5_green;;10;576,0
97177823;ACELGASALOMON;1;1;0,0;1;0,0;;;2;0,0
97244750;BADECOMPRAS;2;3;36,903333333333336;3;110,71000000000001;5_green;platinum;4602;169829,14
97345254;TUBEWACKERS;1;1;46,2;250;11550,0;5_green;;310;14322,0
97359125;ALMUDENA2;1;1;120,0;1;120,0;;;0;0,0
97413331;MAR-DE-LOCURA;1;1;9,38;1;9,38;5_green;;174;1632,1200000000001
97419994;7600INK;1;1;32,87;1;32,87;5_green;platinum;5209;171219,83
97459275;TASIOUNISALE;1;1;0,0;1;0,0;;;0;0,0
97562082;INSUOFFICE;1;1;204,06;1;204,06;5_green;platinum;10967;2237926,02
97630682;DIS MUEBLES;1;1;0,0;1;0,0;5_green;;10;0,0
97736819;INSTITUTOSAVIO;1;1;182,16;100;18216,0;5_green;platinum;6132;1117005,1199999999
97789762;NETBUY;1;5;11,718;5;58,589999999999996;5_green;platinum;7972;93415,896
97814940;FEDERICO ROCHI;1;1;0,0;1;0,0;;;0;0,0
97847345;TECNOLOGIA_SERVICIOS;1;1;0,0;1;0,0;5_green;;14;0,0
97986108;TICSON10;1;2;40,68;2;81,36;5_green;silver;532;21641,76
98055716;ANDYTORREZ332007;1;2;0,0;2;0,0;;;0;0,0
98107565;SANTIAGO171407;1;4;9,575;4;38,3;5_green;platinum;3580;34278,5
98128738;IMAGING GROUP;1;1;70,8;1;70,8;5_green;platinum;2803;198452,4
98271494;CENTRALFER BOEDO;2;9;84,321;1403;71595,17;5_green;platinum;77897;6568352,937
98418882;MUEBLES_LEJAIM;1;1;110,33;1;110,33;5_green;platinum;13729;1514720,57
98458183;MAX_WAL;1;1;156,0;1;156,0;5_green;silver;1225;191100,0
98466086;YANYI_38;1;1;0,0;1;0,0;;;0;0,0
98637954;OUTDOORPLAY_;1;1;11,66;1;11,66;5_green;platinum;3387;39492,42
98684424;DNSERVICE;1;2;3,0;2;6,0;5_green;silver;1091;3273,0
98684989;ULTIMAX SUPLEMENTOS;2;1;39,49;100;3949,16;5_green;platinum;10832;427755,68
98793652;BLINIUS SHOP;1;1;35,42;50;1771,2;5_green;platinum;3230;114406,6
98807770;FRAN1986T;1;2;19,080000000000002;500;9539,4;5_green;platinum;20033;382229,64
98826960;AGUASDELELOIR;1;1;0,0;1;0,0;5_green;;68;0,0
98984726;HAUS_PILAR;1;6;45360,0;6;272160,0;;;0;0,0
99098846;JFQ290;1;1;162,0;1;162,0;;;0;0,0
99145381;ESERVICEPARTS;1;1;333,55;1;333,55;5_green;platinum;2898;966627,9
99163219;TECNO.DIMAR;1;1;50,4;1;50,4;5_green;platinum;5046;254318,4
99164398;ELECTROCENTER1;5;8;13,307500000000001;57;812,71;5_green;platinum;76481;1017770,9075000001
99174935;ORL PARRILLAS-HORNOS;1;1;0,0;1;0,0;;;2;0,0
99179853;GRUPO_AGG;1;1;80,59;500;40295,45;5_green;platinum;12737;1026474,8300000001
99347984;ELECTRO WILDE;1;1;102,0;1;102,0;5_green;gold;2066;210732,0
99490780;ROCKET_3D;1;1;7,2;1;7,2;5_green;;364;2620,8
99562167;CRISTIANHERNAN_MED;1;1;0,0;1;0,0;;;0;0,0
99716799;INSUMOS-OESTE;1;1;7,56;1;7,56;5_green;platinum;19498;147404,88
99725077;VELVETDECORACIONESOK;1;1;0,0;1;0,0;5_green;;189;0,0
99749030;DOMESTICABLES;1;4;52,36;4;209,44;5_green;platinum;14651;767126,36
101016673;GLAMUP.ARG;1;2;0,8400000000000001;2;1,6800000000000002;;;7;5,880000000000001
101741287;HN0605;1;1;122,25;1;122,25;5_green;silver;655;80073,75
101915582;AGUAZULSANIDAD;1;1;48,0;1;48,0;;;0;0,0
102142378;MAQQS;1;11;0,0;11;0,0;4_light_green;;8;0,0
102145702;IGFSTORE;1;2;68,39;251;17165,39;5_green;platinum;17014;1163587,46
102185797;BLUE.VORTICE;2;4;35,58;252;7310,16;5_green;platinum;6287;223691,46
102279535;ADOLFO BARAVALLEFREGA;1;7;9,932857142857143;7;69,53;5_green;gold;1477;14670,83
102466550;JOUM-MARKETPLACE;2;2;113,32;150;13112,04;5_green;platinum;15961;1808700,5199999998
102674311;TIENDARAIZ;2;3;18,69666666666667;6;112,18;5_green;platinum;5033;94100,32333333335
102897942;ALTERNATIVAPROP;1;2;150,39;2;300,78;;;0;0,0
103325149;REPUESTOS SALAVERRI;1;4;23,47;4;93,88;4_light_green;;798;18729,059999999998
103698865;GRUPOVACCARO;1;2;96,0;2;192,0;;;0;0,0
103809889;PALETAS CIGIO;1;1;72,0;5000;359994,0;5_green;platinum;15769;1135368,0
103994454;MACARONSBAZAR;1;1;9,55;5000;47754,0;5_green;platinum;35778;341679,9
104534902;VIRGINIABECCANI;1;1;174,0;500;87000,0;5_green;silver;304;52896,0
104612715;OPEN-TOYS;1;1;19,2;50;959,88;5_green;platinum;10817;207686,4
104795445;IEGQ;1;3;0,0;3;0,0;4_light_green;;0;0,0
104860289;ELTREBOL-FERRETERIA;1;1;218,8;1;218,8;5_green;platinum;17055;3731634,0
105284246;FASE_CASTELAR;1;1;36,74;1;36,74;5_green;platinum;47456;1743533,4400000002
105456036;MERAKISTOREARG;1;3;479,95;3;1439,85;5_green;gold;1804;865829,7999999999
105521407;ZMDECOMARCE;1;1;0,0;1;0,0;5_green;;10;0,0
105539832;METYMAS;1;1;30,59;1;30,59;5_green;platinum;33611;1028160,49
105672902;BUZALICINTIA;1;1;54,0;1;54,0;;;0;0,0
106198166;PENNARODRIGO51;1;1;78,0;1;78,0;;;0;0,0
106906253;TIENDA_LULA_ACCESORIOS;1;3;26,316666666666666;102;1979,62;5_green;platinum;8621;226875,98333333334
107114694;DATTA VERDE;2;1;47,52;10000;475200,0;5_green;platinum;7571;359773,92000000004
107304044;ARMY ARGENTINA;1;1;36,0;1;36,0;5_green;platinum;9651;347436,0
107349484;FACCHINBICYCLESCBA;1;1;23,54;500;11772,0;5_green;platinum;15636;368071,44
107486095;ROBERTOBLANCO319;1;1;0,0;1;0,0;;;0;0,0
107584006;LEVYSBAZAR;5;13;22,76230769230769;2753;61790,020000000004;5_green;platinum;253118;5761549,798461538
108233571;EQUIPAJESKACHERIAN;1;1;0,0;1;0,0;;;0;0,0
108235479;ADDARIO INMOBILIARIA;1;1;178,8;1;178,8;;;0;0,0
108302088;JOSEMARCHELI;1;1;0,0;1;0,0;;;0;0,0
108921499;HEAVEN ANDAMIOS;1;2;0,0;2;0,0;;;0;0,0
109000027;MUNDO HUERTAS;1;1;24,88;1;24,88;5_green;gold;1618;40255,84
109216632;MARCOSEZEQUIELGUERRA;1;1;59,99;1;59,99;5_green;gold;1439;86325,61
109569068;MEGATONE;3;4;827,1;650;283079,22;5_green;platinum;59555;49257940,5
109911697;SASHET.ARGENTINA;1;1;18,65;50;932,33;5_green;platinum;21645;403679,24999999994
110658350;LIBRERIAHERNANDEZ;1;1;20,88;1;20,88;5_green;platinum;40906;854117,2799999999
111988224;ONE SEVEN;2;2;11,76;150;1895,88;5_green;platinum;64756;761530,5599999999
112179952;FUPLAST_VENTAS;1;1;19,32;1;19,32;5_green;platinum;8119;156859,08000000002
112251923;ENCODERPRINT;1;1;474,0;1;474,0;5_green;;744;352656,0
112651293;GLOBALMARKETNOW;1;1;41,16;1;41,16;5_green;platinum;6633;273014,27999999997
112984820;HAUS_ESCOBAR_OFICIAL;1;1;30684,0;1;30684,0;;;0;0,0
113201204;CASA DEGAETANO;1;1;564,54;1;564,54;5_green;platinum;2992;1689103,68
113238064;MAGCOLLECTION;1;1;14,04;1;14,04;5_green;;506;7104,24
113245016;AUTOGENERALISA;1;2;19800,0;2;39600,0;;;0;0,0
113369955;PLPACKAGING;1;1;46,81;50;2340,62;5_green;platinum;5375;251603,75
113370972;BIGGER-;3;6;98,50857142857141;255;10561,76;5_green;platinum;139710;13762632,514285712
113436700;SUPLEMENTOSNORT;2;6;37,794999999999995;210;7581,54;5_green;platinum;34613;1308198,3349999997
113522436;TSUMARAARTESANAL COTILLON;1;1;23,65;1;23,65;5_green;silver;1086;25683,899999999998
113544348;LUBRICENTRO CARSERVICE;1;1;72,0;1;72,0;;;0;0,0
113746522;FEMMTO ARGENTINA;7;38;109,12;11204;947940,5800000001;5_green;platinum;344243;37563796,160000004
113850255;CARINACARACCIOLO;1;1;120,0;1;120,0;;;0;0,0
113854401;LABAHIANABADANA;1;1;2,22;1;2,22;5_green;;276;612,72
113902003;ADRIAN.FOPPIANO LUTHIER;1;1;53,62;1;53,62;5_green;gold;454;24343,48
114055059;AFVEGETTO;1;3;4,52;152;728,76;5_green;silver;1113;5030,759999999999
114056749;DRONEROS;1;1;144,0;1;144,0;5_green;;86;12384,0
114056991;MAITE PIL;1;1;0,0;1;0,0;5_green;;11;0,0
114118794;NESTORFRANCOESCOBAR;1;1;30,0;1;30,0;;;0;0,0
114173458;PA ELECTRONICS;1;1;278,74;1;278,74;5_green;platinum;6939;1934176,86
114174698;FERRETERIA-ABASTO;1;1;6,59;100;658,8;5_green;platinum;54945;362087,55
114279911;TIENDAINLINE;1;6;13,358333333333334;25500;334018,35;5_green;platinum;28010;374166,9166666667
114424444;BEAUTYFULL27;1;2;8,51;1000;8508,0;5_green;platinum;37038;315193,38
114457637;ELECTRO POINT;4;8;53,745000000000005;305;14531,34;5_green;platinum;275669;14815830,405000001
114477355;SUPER RETROLAND;1;13;4,59;5500;23200,34;5_green;platinum;24981;114662,79
114495635;GRYTECNO;1;1;73,2;1;73,2;5_green;silver;484;35428,8
114605035;NIROAMS;1;1;0,0;1;0,0;;;0;0,0
114655467;MABELAL2005;1;1;0,0;1;0,0;;;0;0,0
114882315;LAPANALERA;2;2;21,685000000000002;300;7825,16;5_green;platinum;148773;3226142,5050000004
114938564;SEVENGAMER;1;1;52,59;1;52,59;5_green;platinum;9682;509176,38
114980105;FIGURITERO_STORE;1;1;72,0;1;72,0;5_green;;116;8352,0
114991128;MICROMUNDO SONIDO;1;1;220,11;50;11005,71;5_green;platinum;6089;1340249,79
115018658;DEVOTOELECTRONICS;1;1;23,51;250;5877,9;5_green;platinum;13818;324861,18
115202924;EQUISLIBROS_;1;2;38,97;2;77,94;5_green;platinum;65074;2535933,78
115334733;BLANCOPROPIEDADES;1;161;397,3632298136646;161;63975,48;;;0;0,0
115534248;ODONTOLOGIAINTEGRAL2;1;1;144,0;1;144,0;;;7;1008,0
115627004;QUBEBOX;1;1;51,85;250;12963,0;5_green;platinum;41770;2165774,5
115764017;GLOBALELECTRONICSGROUP;2;2;80,67;51;2619,0499999999997;5_green;platinum;121759;9822298,53
115765567;AUTODELSOL.FIAT;1;1;4,62;1;4,62;;;0;0,0
115997461;MARITO_ANTO_NICO;1;1;0,0;1;0,0;;;0;0,0
116232670;VTX-SOLUCIONES;1;1;53,4;1;53,4;5_green;silver;806;43040,4
116430997;TIENDAS_92;1;1;9,53;1;9,53;5_green;platinum;532;5069,96
116662076;COSMOCOCINA;1;1;203,28;1;203,28;5_green;gold;2008;408186,24
116744129;FORI9699829;1;1;48,0;1;48,0;;;0;0,0
116751523;DETODOBAZAR;1;1;240,5;1;240,5;5_green;platinum;44628;10733034,0
116758059;CONFORTPARQ;1;1;0,0;1;0,0;5_green;;114;0,0
116767848;DANIEL 13100;1;1;0,0;1;0,0;5_green;silver;595;0,0
117034080;PUPPIS.ARGENTINA;1;1;62,82;50;3141,0;5_green;platinum;31124;1955209,68
117430556;LIBRERIALABERINTO;1;2;22,03;100;2203,2;5_green;platinum;21041;463533,23000000004
117536482;XANTANASRL;2;2;29,044999999999998;4;116,17999999999999;5_green;platinum;20087;583426,9149999999
117905158;JLS OUTDOOR;2;2;25,790000000000003;52;333,62;5_green;platinum;56583;1459275,57
118096157;FERRETERIA DELTA;1;1;10,56;1;10,56;5_green;platinum;32285;340929,60000000003
118249467;PUEYRREDON ENVASES;1;3;21,296666666666667;1500;31947,94;5_green;platinum;11045;235221,68333333335
118409639;MARKET247;1;4;35,58;53;4093,62;5_green;platinum;21952;781052,1599999999
118435426;LACINCHA;1;1;60,0;500;29999,09;5_green;platinum;6863;411780,0
118747483;CLICK GAFAS;1;1;51,3;1;51,3;5_green;platinum;8290;425277,0
119040486;AVANT-STORE;1;1;73,92;1;73,92;5_green;platinum;14679;1085071,68
119120111;SANITARIOSVIEJOBUENO;1;1;82,08;1;82,08;5_green;platinum;1362;111792,95999999999
119359959;NATURALBOTANICS;2;1;59,76;500;29880,0;5_green;platinum;10447;624312,72
120075970;BEURER ARGENTINA;1;2;28,97;500;14484,21;5_green;platinum;13364;387155,07999999996
120221715;TOBIANOTANDIL;1;1;10,21;1;10,21;5_green;gold;619;6319,990000000001
120289637;SUFIN;1;2;48,72;300;17639,96;5_green;platinum;60452;2945221,44
120408921;ALISSINGTIENDA.COM;3;3;103,86500000000001;702;9469,2;5_green;platinum;64557;6705212,805000001
120442294;E-PARTY SHOP;1;8;61,111250000000005;157;1472,29;5_green;platinum;6823;416962,05875
120633014;DIEGOTAL;1;55;18,69818181818182;55;1028,4;5_green;silver;480;8975,127272727274
120947775;MULTILIVINGS;1;1;0,0;1;0,0;;;0;0,0
120953846;ALLGLOVES;1;2;6,27;2;12,54;5_green;;138;865,26
120986291;TOVADO PROPIEDADES;1;1;237,6;1;237,6;;;0;0,0
121000172;AMV-TIENDA ONLINE;1;1;165,6;1;165,6;5_green;platinum;49697;8229823,199999999
121128612;CADENACISA;1;1;55,18;1;55,18;5_green;gold;1994;110028,92
122153713;CAMPEROARG;1;1;45,98;1;45,98;5_green;platinum;8100;372438,0
122458195;BLANCOALICIA19;1;1;60,0;1;60,0;;;0;0,0
122659554;G-COMMERCE SA;2;4;20,2775;10450;295990,92;5_green;platinum;170881;3465039,4775
122701079;FIGUERASEV;1;1;182,33;1;182,33;5_green;silver;170;30996,100000000002
123741227;AVFX1;1;1;1663,2;1;1663,2;5_green;platinum;26927;44784986,4
123906068;SEGUCENTRO;1;1;24,91;100;2490,72;5_green;platinum;8287;206429,17
123926564;PETSHOPBETOWEB;1;1;51,55;1;51,55;5_green;platinum;7795;401832,25
123946493;TOOLVANA;1;1;676,8;500;338400,0;5_green;platinum;7252;4908153,6
124379602;BODELTEC;2;2;28,285;500;14142,130000000001;5_green;platinum;46136;1304956,76
124612488;S-IVAN;1;1;14,39;1;14,39;5_green;gold;1600;23024,0
125095349;DINATECHONLINE;5;7;630,5042857142856;953;743802,4800000001;5_green;platinum;70556;44485860,38285714
125341302;TIENDAFONOPEL;2;14;142,6807142857143;460;33658,74;5_green;platinum;49602;7077248,79
125522743;GUARDERIAINTERMEDANOSPINAMAR;1;1;0,0;1;0,0;;;0;0,0
125879401;NANCYPETRACCI;1;1;47,52;150;7128,0;5_green;platinum;2504;118990,08
126444202;PRAXSOLD SRL;1;1;48,75;1;48,75;5_green;platinum;5094;248332,5
126666117;EMILIANOIASENZA;1;1;0,0;1;0,0;5_green;;21;0,0
126722581;RAFAELPIAZZONI;1;3;8,72;101;855,24;5_green;platinum;26794;233643,68000000002
126790426;ELMERRECORDS;1;1;12,0;1;12,0;;;7;84,0
126835229;TECNOCENTERWEB;1;1;113,01;1;113,01;5_green;platinum;25436;2874522,3600000003
127259537;ELRUSITO2012;1;1;4,8;1;4,8;5_green;platinum;2145;10296,0
127280221;AMPARO IACOVINO;1;1;12,0;1;12,0;;;0;0,0
127330977;STRANOA2012;1;1;102,05;1;102,05;5_green;platinum;11027;1125305,3499999999
127388968;VG DECO;1;1;102,0;150;15299,82;5_green;platinum;8489;865878,0
127419465;MARCOVECCHIO BIKES;1;14;19,33857142857143;906;11285,56;5_green;platinum;83219;1609336,575714286
127706065;SBSLIBRERIAS;1;7;38,65714285714286;7;270,6;5_green;platinum;228045;8815568,142857144
127922177;PH PUNTOHERRAMIENTAS;1;1;63,0;1;63,0;5_green;platinum;4350;274050,0
128163538;10TRA ONLINE;2;4;12,572500000000002;552;3363,12;5_green;platinum;17532;220421,07000000004
128281307;TIENDA.MAX.MOCHILAS;2;2;61,2;2;122,4;5_green;platinum;6436;393883,2
128291040;LEIABOUTIQUE;1;1;10,2;1;10,2;5_green;gold;954;9730,8
128342400;BAICRAMOSMEJIA;1;1;9840,0;1;9840,0;;;0;0,0
128411524;KINDERLAND OFICIAL;1;2;34,195;2;68,39;5_green;;226166;7733746,37
128411789;AUTOPIEZAS PANA SRL;2;2;75,83666666666666;3;227,51;5_green;platinum;1196;90700,65333333332
128459517;TUVALIJA;1;2;35,33;51;1481,27;5_green;platinum;10894;384885,01999999996
128577788;LIBRENTA;2;2;25,975;2;51,95;5_green;platinum;202798;5267678,050000001
128687173;MANSILLACARDS;1;1;24,0;50;1200,0;5_green;platinum;2071;49704,0
128817356;JORGEMANUELVELASCOSUAREZ;1;1;0,12;1;0,12;;;0;0,0
128877776;AUTECH AR;1;1;8,34;5000;41712,0;5_green;platinum;8819;73550,45999999999
128948308;CEOFERRETERIA;1;1;158,4;1;158,4;5_green;platinum;12950;2051280,0
129081707;LUCATIZIANOCUEROS;1;1;18,0;50000;900000,0;5_green;platinum;5075;91350,0
129265415;STRAWBERRYFIELDSSTORE;1;1;42,39;1;42,39;5_green;gold;964;40863,96
129283219;CUEVASBRIZUELA JONATAN;1;1;9,0;50;450,0;;;0;0,0
129283290;TIENDA CYP;1;9;11,456666666666667;56552;1023193,55;5_green;platinum;106196;1216652,1733333333
129456144;TIENDA FRIKAF;1;1;0,0;500;0,0;5_green;platinum;9763;0,0
129470462;FERRETERIA ELGRILLO;1;1;47,63;1;47,63;4_light_green;;8;381,04
129609155;LAZER_ARG;1;6;32,91166666666667;650;13613,42;5_green;platinum;6997;230282,93166666667
129685181;CARLOSGUIDO900;1;1;0,0;1;0,0;5_green;;108;0,0
129929099;COLOR SHOT;1;1;20,4;1;20,4;5_green;platinum;41861;853964,3999999999
129994787;PAPAISONSTORE;1;1;36,54;50;1827,06;5_green;platinum;36187;1322272,98
129995661;PLANOS_MUNICIPALES_PROFESIONAL;1;1;0,0;1;0,0;5_green;;44;0,0
130130393;HBLANC2012;1;1;74,4;1;74,4;;;0;0,0
130280593;NHLDEEJAY;1;1;0,0;1;0,0;;;0;0,0
130579456;MARTINBRAGAN;1;1;39,7;1;39,7;5_green;gold;2010;79797,0
130610967;DANES GROWSHOP;1;1;13,56;1;13,56;5_green;platinum;8363;113402,28
130632346;PROVINCIADEMISIONES;1;1;60,0;1;60,0;5_green;;243;14580,0
130738675;IMPORT.10;2;2;181,65;2;363,3;5_green;gold;1844;334962,60000000003
130745768;COOLSTAR;1;1;6,51;150;976,87;5_green;gold;2386;15532,859999999999
131348280;-LASMARGARITAS-;2;1;221,15;100;22114,8;5_green;platinum;88796;19637235,400000002
131361578;ELEPHANT CARTRIDGE;2;4;19,135;401;5329,58;5_green;platinum;66329;1269205,415
131366482;CONTTIIVANA;1;1;0,0;1;0,0;;;0;0,0
131548505;MARIAVALEPAZ;1;1;0,0;1;0,0;;;0;0,0
131621973;ELECTRODESCUENTO SA;1;1;7,26;200;1451,76;5_green;platinum;48598;352821,48
131648529;PCCENTERCOMPUTERS;1;1;985,2;1;985,2;5_green;platinum;36442;35902658,4
131694818;NAUTICAYCAMPING;1;1;71,94;1;71,94;5_green;platinum;4061;292148,33999999997
131846678;DMAKER SA;1;1;280,44;150;42065,82;5_green;platinum;45927;12879767,88
131901028;TECHSMART_MS;1;1;17,4;1;17,4;5_green;gold;4375;76125,0
131924230;NORTHVILLE PILAR;1;6;48988,0;6;293928,0;;;0;0,0
131971403;KOMPRAC;1;1;0,0;1;0,0;;;0;0,0
132235823;LATRIESTINAML;1;4;54,5275;1101;31006,43;5_green;platinum;143985;7851142,0875
132557975;LIBRERIA SANJORGE;1;1;80,09;1;80,09;5_green;platinum;8974;718727,66
132601195;EXEQUIELBOSCO;1;1;0,0;1;0,0;5_green;silver;679;0,0
132735625;MARCEPHONE;1;1;4,76;1;4,76;5_green;silver;686;3265,3599999999997
132768849;FATIMANEMI;1;1;0,0;1;0,0;5_green;;14;0,0
132776990;DELINTENTO PESCA;1;1;28,2;1;28,2;5_green;platinum;23590;665238,0
132911319;4MAR_;1;1;0,0;1;0,0;5_green;gold;1438;0,0
132938385;NEWLIVETIENDA;2;2;14,719999999999999;3;44,16;5_green;platinum;14541;214043,52
133125231;DAL2023;1;1;12,0;1;12,0;5_green;;211;2532,0
133130075;SERVIFIBRAS;1;1;18,58;1;18,58;5_green;platinum;20184;375018,72
133450349;TARGUET MUSIC;1;1;36,0;1;36,0;5_green;platinum;6546;235656,0
133458546;RUSSOPROPIEDADES;1;1;480,0;1;480,0;;;0;0,0
133515495;RHTTECNO;1;1;264,0;1;264,0;5_green;gold;442;116688,0
133633329;JMD2019;1;1;0,0;1;0,0;3_yellow;;62;0,0
133633856;ESPACIO INDUSTRIA;1;5;110,65599999999999;5;553,28;5_green;platinum;42878;4744707,967999999
133907314;MUSICALMONROEBELGRANO;1;1;1566,3;1;1566,3;5_green;platinum;3122;4889988,6
133994143;MNFERRI;1;1;96,0;1;96,0;5_green;gold;508;48768,0
134010434;SITUARINMOBILIARIA;1;2;166,2;2;332,4;;;0;0,0
134119519;POWERZON;1;1;33,6;1;33,6;5_green;platinum;2416;81177,6
